193205 -21.26 -18.56 -18.04  -7.55 -28.70 -10.80 -30.15 -34.74 -26.83 -29.99
193206   1.50  -7.91  -2.67   5.10   7.10  -9.55  -2.62  10.43   1.54  -2.08
193207  24.09  44.86  41.72  33.50  44.09  16.67  27.41  29.95  29.18  55.52
193208  22.28  45.16  46.29  17.23  45.34  28.16  34.57  37.46  43.16  58.74
193209  -0.63   8.43  -2.55 -10.96  -5.60   0.25   0.45 -12.86  -4.61  -4.05
193210 -11.26 -24.70 -15.83  -3.60 -18.97  -8.12 -11.37 -19.42 -10.88 -17.90
193211  -7.10  -2.70 -10.37  -2.80  -8.23  -1.12  -5.16   6.32  -3.38  -6.96
193212   3.44   4.41   3.33   0.16   7.64   3.67   6.81   8.11   9.11   4.91
193301   4.85   0.82   3.30  -2.37   1.47   0.30  -2.53  -1.30  -4.46   8.79
193302  -8.87 -24.36 -17.52 -13.01 -20.08  -7.78 -15.86 -10.12 -19.69 -16.35
193303  10.46   9.10  11.26   3.96   6.19  -5.83   7.75  -3.94 -12.68   4.00
193304  34.41  79.71  57.42  32.57  53.43  13.19  37.05  38.66  24.76  30.17
193305  12.72  26.01  25.96  17.30  19.53  17.37  16.28  24.87  19.26  31.35
193306  10.70  20.84  12.44  12.50  10.76  10.48  16.34  10.85  15.60  14.35
193307  -6.61  -6.94 -11.33 -11.56 -10.93  -4.35 -13.65 -19.43 -13.54  -6.59
193308   9.90  20.80  16.23  18.38  12.76   4.50   7.31  -0.29  -1.30  14.59
193309  -7.59 -15.28  -9.99  -2.14 -17.15  -3.55  -8.69  -1.32 -19.82 -16.47
193310  -8.73 -10.00  -7.94  -4.83  -9.68  -7.18  -8.60  -5.91  -7.75 -10.84
193311   4.89  25.35  12.78  14.28  12.66   5.61  13.95   9.40  -2.68   5.36
193312  -3.39  10.35   4.64  -1.10   1.43  -3.75   6.19 -11.19   1.48   4.90
193401  10.48  13.13  10.97   9.29  15.84   5.96  21.17  16.23  20.58  18.58
193402  -4.72  -2.07  -3.03  -3.07  -6.42   2.14   2.68  -3.41  -1.81  -1.88
193403   0.95  -0.34  -1.26  -1.56   3.24   1.27   3.36  -0.75  -1.80   0.76
193404   3.17  -6.80  -2.75  -2.18  -2.26  -1.25  -0.49   8.35  -3.84  -1.55
193405  -2.77 -12.75 -10.01  -4.04  -6.58  -4.30  -7.26  -0.29  -7.84  -7.27
193406   3.85  -2.66   4.32   1.17   2.60   1.32   2.17   2.07   4.40   3.15
193407  -5.14 -13.72 -11.44 -10.11 -11.84  -4.33  -7.32  -1.85 -17.45 -17.18
193408   4.34  10.84   7.55   6.93   6.51   2.55   6.37  -3.03   1.91   4.33
193409   0.13   0.69  -1.17  -1.98  -0.29   1.90   1.07   0.64   1.67  -0.35
193410   0.59  -2.08  -0.36  -5.18  -0.99  -1.58   1.23  -0.94  -7.79  -2.11
193411   8.45  17.67  12.60   7.52  13.46  -1.73  10.42   3.83  -0.22   5.71
193412  -0.84   3.49   2.25   0.69   3.70  -0.59  -1.16   0.63  -8.72  -0.11
193501  -1.40  -9.01  -2.39  -4.17   1.22  -0.45  -4.36  -0.92  -3.06  -6.67
193502   1.67  -3.28  -1.72  -2.93   0.17   1.04  -1.31   4.40 -12.04  -4.53
193503  -4.60  -5.84  -4.79  -3.72  -4.14  -0.70  -4.99  -3.24  12.23  -5.43
193504   5.66   5.68   8.94  14.78  10.19   9.14   6.22   3.57  10.92   8.78
193505   1.11   3.02   1.85   3.68   2.76   8.38   3.36  -4.31  13.67   3.75
193506   5.51   9.65   6.51   1.32   7.68   5.36   3.91   4.06   9.10   6.27
193507   3.08  19.03  10.71   0.48   9.60   5.74   6.56   3.90   9.41   7.31
193508  -1.64   8.95   3.14  -2.05   3.24   4.06   3.62   0.12   7.20   3.29
193509   1.58  10.99   4.21  -3.21   7.67   4.29  -0.21   1.33  -1.65   0.57
193510   4.61  13.63   5.84  13.18   8.74   3.09   4.37   6.11  14.60   2.36
193511   1.10   3.54   4.41   2.61   5.82   9.71   2.71   1.69   0.82  13.23
193512   2.00   5.74   3.64  14.34   3.38  -0.16  -0.87   2.53   5.61   4.26
193601   3.17   3.88   5.53  12.94   6.45   4.17  -3.95   3.66  12.64  12.00
193602   0.66   3.66   5.74   1.26   0.28   6.56   0.50   3.19  -6.41   2.93
193603  -2.08  10.20   2.48   1.70   0.00  -3.36   2.07   3.78   0.70  -2.95
193604  -4.44 -10.13  -8.93  -9.08  -8.72  -5.65  -4.17  -9.08  -8.35  -7.27
193605   4.93   4.05   6.30  -0.48   5.34   6.45   3.58   4.87   9.60   7.53
193606   2.28   6.87   1.21   1.64   1.43   2.42   6.83   1.36   3.69   1.78
193607   3.03   4.88   7.62   4.75  12.15   2.44   4.50   4.92  11.80   9.55
193608   0.76  -0.31   1.63  -0.67   2.53   1.76   2.36  -1.47  -1.08   1.80
193609  -0.73   3.25   2.07   1.37  -1.29   0.35   6.18   0.73  -2.20   0.92
193610   3.31   5.12   7.68  12.53   5.70   5.08   9.39   3.75   5.76   8.13
193611   4.34  -1.42   5.51   1.49   5.46   3.87  11.00   3.36  -3.15   0.46
193612  -1.18  -7.17   1.82   9.24   2.59  -0.39  -8.54  -2.02  -1.73  -1.21
193701   2.42   7.29   4.60   2.41   8.69  -0.85   0.60   3.31   2.24   1.05
193702   0.99  -0.44   2.65   1.46  -1.39  -3.05   2.44  -3.90  -4.23   4.69
193703  -0.91  -4.12   1.41   3.47  -4.48  -2.09  -3.58  -5.02  -6.33   2.62
193704  -6.38  -7.95  -9.09  -5.26  -7.58  -5.23  -6.11  -3.34  -7.31  -6.71
193705  -0.40  -1.99   1.02  -0.21   0.66   1.52  -6.52   1.70  -5.27  -3.37
193706  -3.27 -10.74  -3.65  -2.64  -1.37   1.40  -1.80  -4.04  -5.27  -8.94
193707   4.97  13.14   9.29   8.05   9.52   3.27  10.00   4.13  19.31   8.67
193708  -2.45  -2.23  -4.42  -6.46  -4.80  -2.54  -5.11   1.12 -10.26  -8.41
193709  -9.32 -12.63 -17.45 -12.94 -14.00  -2.08 -12.85 -10.77 -11.70 -15.86
193710  -7.01 -12.89 -13.84  -6.86  -7.23  -5.36  -6.09  -3.58  -4.94 -10.16
193711  -5.89 -15.15  -9.29 -11.28  -4.37  -3.59 -14.73  -5.14   2.92  -6.78
193712  -2.25 -16.24  -2.27  -1.19  -2.17  -1.53  -6.32  -2.07 -10.56  -6.57
193801   2.84  10.98  -1.34   0.46  -2.55  -2.44   6.98   3.52  -5.65   0.49
193802   3.59   3.51   8.52   9.15   4.20  -2.33   8.43   8.69   3.60   4.87
193803 -15.83 -27.28 -25.65 -24.56 -27.70 -17.43 -20.58 -14.37 -19.46 -29.74
193804  12.51  14.88  13.75  14.47  16.76  13.47  15.53  11.73  14.64  14.46
193805  -0.28  -6.95  -6.86  -5.70  -3.00   0.83  -3.96   1.71   2.36  -3.92
193806  13.11  35.91  33.02  21.52  27.33  12.41  22.42   9.97  16.83  24.88
193807   6.60  19.81   6.76   7.14   5.73   1.28   9.35   5.73   0.74   9.92
193808  -3.99   6.10  -1.88  -8.65  -1.11   0.29  -2.86   0.37  -5.52  -3.82
193809   0.53   0.73   1.69   0.85   1.70   0.85  -0.62  -0.03   1.23  -1.28
193810   5.14   6.48  10.48  -1.56  10.03   3.56   7.70   5.52  21.09  11.28
193811  -2.52  -1.16  -1.49  -0.06  -4.48   0.66  -0.71   1.46  -7.00  -2.00
193812   2.80   2.11   5.53   4.90   3.12   2.57   0.18   0.86   3.98   6.40
193901  -1.88  -8.36  -9.25  -6.27  -7.49   1.81  -2.73  -0.93   1.29  -8.74
193902   2.53   7.07   2.98  -1.17   2.80   3.53   5.52   3.73   8.75   4.74
193903  -5.81 -17.60 -15.36  -8.31 -15.04  -2.20  -9.02  -4.36 -13.53 -15.15
193904   0.61   0.68  -1.38  -1.06  -2.68   2.75  -0.27   0.97   2.91  -1.85
193905   5.51   7.91   7.55   2.59   8.27   5.56  10.86   5.48   6.46   8.07
193906  -2.10  -6.72  -6.28  -6.11  -8.02  -3.79  -2.65   1.19  -3.53  -7.70
193907   6.21  17.51  12.81   3.09  14.09   6.50   9.00   3.05  12.64  11.55
193908  -7.31  -6.91  -6.67  -3.82  -8.00  -4.18  -6.59  -5.38  -6.06  -9.93
193909   4.81  23.61  26.86  26.08  12.35   2.35   0.03   7.03   3.60  25.76
193910   3.24  -1.36  -2.67  -3.85  -0.97   3.06   6.17   0.19   2.16  -1.63
193911  -0.50  -2.87  -5.88  -6.45  -2.58   0.98  -2.63   1.22  -1.43  -4.99
193912   3.17   3.85   3.95  -0.05   3.73   2.87   4.11   3.80   2.96   2.33
194001   1.69  -3.89  -4.61  -2.08  -4.27  -0.11  -0.98  -1.82  -0.02  -2.66
194002   0.91   2.06   2.72   0.89  -0.64   1.04   1.15   1.50  -1.24   0.85
194003   1.59   3.77   1.53   1.60   3.12   1.16   3.57   1.89   1.70   2.64
194004   1.81  -0.54   0.78   0.07  -1.40   0.33   0.38  -0.31  -1.36  -0.81
194005 -20.85 -26.04 -22.16 -24.16 -20.74 -14.13 -23.45 -21.25 -19.86 -23.87
194006   5.31   8.68   4.31   5.32   3.03   8.72   8.11   4.94  17.42   8.55
194007  -0.07   5.91   4.28   3.21   5.00   1.97   4.72  -0.53   0.11   3.42
194008   1.32   7.38   2.48   1.36   3.27  -0.36   2.45  -2.29  -1.02   2.88
194009   2.52   3.16   4.17  -2.11   4.15   1.66   3.03   4.65  -2.16   2.49
194010  -1.51   3.93   3.99   6.21   2.42   1.61   0.39  -3.05   3.93   5.25
194011  -0.91  -0.60  -1.50   0.78  -2.75   0.61  -1.80  -1.83 -13.06  -0.14
194012   0.58  -3.32   1.19   2.48  -0.08   2.05   0.54  -0.22   1.75   0.26
194101  -0.46  -9.22  -7.01  -2.12  -2.59  -2.10  -3.37  -2.21  -2.10  -1.58
194102  -2.50   1.32  -2.05  -0.69  -0.38  -2.23  -4.00  -4.72  -1.16  -0.32
194103   0.63  -1.74   0.81   3.34   0.33   1.77   1.37   1.76  -3.26   1.90
194104  -4.14 -10.62  -5.71   1.47  -8.88  -6.35  -4.27  -5.27  -9.51  -4.40
194105  -1.32   0.43   3.71   5.49  -0.44   0.40   2.73  -1.48  -4.58  -0.92
194106   6.22   3.90   6.49   5.34  10.75   5.04   5.30   6.76   4.06   4.51
194107   5.59   3.84   7.05  11.26   1.73  -0.39   4.99   8.01   5.32   7.37
194108   0.81   2.45  -0.65  -3.25   0.79   1.06   2.70   0.07  -2.16   0.12
194109   1.87   4.22  -2.91  -0.90  -0.78   0.25   0.25  -0.21  -2.68  -2.58
194110  -7.02  -8.01  -6.39   2.62 -10.26  -2.72  -4.95  -3.70  -9.56  -4.11
194111  -3.06  -3.61  -1.39   3.16  -2.10  -4.03  -3.32  -2.94  -6.56  -1.64
194112  -4.07 -11.79   0.87 -11.00   0.67  -8.59  -8.58  -1.49  -7.44  -5.50
194201   2.43   6.17  -2.28  -1.54   0.95  -1.37  -0.91  -3.13   3.93   9.43
194202  -5.55   5.21  -2.46  -5.75  -2.51  -0.58  -2.21  -5.41  -2.45  -1.92
194203  -8.29   1.40  -5.60  -7.95  -6.35  -6.92  -8.24  -5.65 -12.12  -9.01
194204  -4.03  -4.37  -4.53  -3.43  -3.57  -7.32  -5.29  -4.47  -3.32  -2.00
194205   8.80  10.04   1.76   6.65   7.86   7.72  11.73  14.80   8.52   3.45
194206   3.61   1.77   3.56   4.30   4.51  -2.23   2.32   2.85   1.77   1.93
194207   2.37   2.00   2.75   5.92   1.84   4.45   4.28   1.51  -0.48   6.58
194208   0.87   2.31   1.30   3.40   0.72   2.34   2.44   2.22   0.79   2.41
194209  -0.11   2.56   3.23   2.52   5.19   2.07  -0.11   0.25   5.83   3.31
194210   4.38   5.78   6.68   9.45   6.22   6.13   0.71   4.05  15.00   8.63
194211   2.76  -0.08  -2.28   0.98   2.01   2.71   6.44   1.57  -1.12  -1.96
194212   4.62   8.20   5.27   7.47   6.04   0.35   2.26   8.80   4.28   4.30
194301   9.07   5.18   6.89   6.30   9.90   3.73   7.45   2.25  14.65   7.21
194302   3.55   7.45   5.15   7.84   3.40   8.75   3.13   3.79   7.80   9.52
194303   4.35   4.95   5.90   7.41   7.45   0.60   8.84   4.40   4.62   9.93
194304   0.90   0.55  -1.49   0.73   1.20   4.13   1.76   1.25   4.03   2.22
194305   6.55   6.43   5.34   5.91   6.21   4.53   7.38   5.02   4.37   5.52
194306   1.99   4.83   0.87   1.13   2.35   2.49   4.51   0.48   4.26  -0.80
194307  -1.71  -9.62  -6.70  -2.96  -7.32  -0.10  -2.35  -3.08  -0.41  -5.09
194308   0.94   3.45   0.66   1.01   0.41   0.82   3.15   0.29   1.97   1.37
194309   2.20   1.73   2.68   1.39   5.24   1.49   2.78   3.94   3.78   2.22
194310  -0.22  -1.11  -0.85  -2.03  -3.38   0.71  -3.30   0.50   0.61  -1.10
194311  -4.45  -5.22  -6.31  -6.78  -6.45  -1.74  -4.19  -3.98  -8.24  -7.85
194312   6.00   7.79   5.81   7.54   8.03   3.18   6.01   3.76   7.39   7.17
194401   3.94   0.96   1.91   0.60   0.51   0.89   1.63   0.33  -0.37   4.46
194402  -0.56   3.74  -0.38   0.08  -2.10   0.86   1.30  -2.60   1.54   2.08
194403   2.83   4.79   2.23   1.87   3.75   0.70   2.07   2.48   1.74   2.66
194404  -1.92  -1.15  -2.00  -1.36  -1.94  -0.57  -1.33  -2.33  -0.91  -2.38
194405   5.30   7.84   5.51   5.00   3.61   2.80   5.52   5.65   2.74   4.29
194406   5.46   9.15   7.03   0.52   7.43   3.25   6.16   3.89   4.90   5.86
194407  -0.38  -4.91  -1.95  -1.21  -1.84  -0.37  -0.24  -1.32   0.30  -0.82
194408   2.48   3.94   2.17  -1.95   1.89   0.65   3.77   0.84   3.58   0.40
194409  -0.16   0.60   0.51  -1.37  -0.63   0.25   1.29   0.36  -1.49   0.13
194410   0.05  -2.74  -0.34   1.87   0.88   0.77   0.47   1.19   1.49   0.69
194411   1.21   2.22   0.85   2.61   1.54   0.69   2.56   0.39  -0.29   4.32
194412   2.04   3.99   4.17   5.12   4.65   0.73   2.95   1.65   3.08   8.41
194501   2.57   1.26   2.79   4.89   0.57  -2.03  -0.97   0.39   5.74   0.60
194502   3.94   7.60   6.85   7.29   6.64   2.87   4.72   4.39   6.13   7.86
194503  -2.99  -6.03  -4.74  -5.23  -3.80  -0.15  -1.29  -1.85  -3.08  -3.60
194504   7.06  11.06   8.38   6.90   8.07   2.52   6.68   6.41   9.95   8.87
194505   2.47   0.78   0.78  -0.84   1.79   3.73   6.27   4.13   1.95   2.99
194506   0.69  -1.61  -0.22  -0.49  -1.90   2.59  -3.52  -4.68   4.85   4.35
194507  -1.39  -0.94  -2.95  -3.27  -1.71   2.19  -0.88  -1.62  -0.44  -5.40
194508   7.63   9.42   8.75   2.21   9.67   1.69   8.28   9.30   1.17   2.47
194509   6.23   2.79   6.14   1.91   3.35   1.99   5.72   6.57   6.51   6.06
194510   6.66   0.09   2.34   6.33   0.74   2.34   6.29   6.39   5.93   5.72
194511   3.62   2.62   4.88   8.36   2.61   3.39   6.35   8.62   4.96   9.00
194512   1.12   2.53   1.54  -0.23   2.58   0.48   2.21   1.27  -0.91   0.11
194601   4.86   6.59   7.95  -0.08   6.51   1.94  10.50   7.61  10.60   7.55
194602  -4.84  -8.89  -6.06  -4.70  -7.42  -2.85  -4.01  -4.14  -5.49  -6.22
194603   6.37   1.00   5.75  11.04   1.97   1.28  11.71  14.71   6.46   4.63
194604   3.62   1.47   4.30   8.75   1.47   1.57   7.88  14.91   4.25   1.56
194605   3.44   5.05   4.88   3.62   5.08   2.80   2.20   5.58   2.94   3.57
194606  -3.64  -5.92  -3.54  -3.16  -5.29   0.42  -7.85  -5.50  -2.82  -3.30
194607  -0.78  -4.75  -3.20  -0.03  -3.43  -0.06  -2.39  -3.14  -3.48  -4.99
194608  -5.24 -10.33  -6.64  -5.61  -6.82  -6.92  -4.88  -3.22  -5.30  -6.64
194609 -10.35 -14.76 -10.32  -8.00  -9.81  -4.81  -6.58  -7.02  -8.64 -14.32
194610   0.49  -3.34  -1.82  -0.67  -2.85  -5.13  -2.64  -0.28   1.49  -0.20
194611  -1.08  -1.12   1.80   0.56  -2.26   1.81  -4.64   1.64   0.70   0.37
194612   3.84   6.17   6.64   4.34   4.85   3.72   4.93   7.40   6.03   2.78
194701   0.43  10.77   0.88  -0.65   5.40   0.97   3.08  -5.35  -0.33   0.50
194702  -0.12   1.57  -0.67  -2.69  -2.03  -2.08  -1.26  -4.21  -0.72  -1.49
194703  -2.01  -2.64  -1.57   2.33  -2.35  -2.21  -2.42  -1.28  -2.60  -3.43
194704  -6.46  -4.07  -5.65  -0.37  -5.10  -0.26  -7.69  -8.46  -3.74  -6.32
194705  -0.38  -2.06  -2.03   2.51  -0.39  -1.07  -1.09  -2.62  -2.36  -1.79
194706   6.45   5.91   5.78   7.79   3.84  -3.22   9.72   4.23   3.81   3.28
194707   4.65   5.17   3.88   3.87   6.34   0.81   4.45   2.60   2.54   5.96
194708  -1.38  -0.74  -1.01  -2.30  -4.21   0.36  -3.52  -3.83   0.24  -3.17
194709   0.39   0.14   0.70  -2.70   1.15   0.84  -2.16  -2.62  -1.31  -0.97
194710   1.36   2.95   3.23   5.24   1.73   0.21   2.71   1.22   0.15   1.00
194711  -1.69  -2.67  -1.19  -0.34  -0.55  -2.57  -1.86  -3.04  -7.60  -1.97
194712   0.69   2.25   2.60   9.29   2.48   0.44   0.11   3.10   1.19   3.67
194801  -2.69  -5.34  -4.07  -7.43  -5.52   0.11  -2.58  -8.23  -0.21  -0.87
194802  -6.11  -5.41  -5.33  -2.96  -3.95  -1.06  -3.90  -3.53  -3.47  -4.09
194803   5.46   7.25   9.61   9.93  11.11   1.96   7.09   6.33   6.61   9.88
194804   1.31   1.16   2.50  11.21  -0.60   2.65   4.40   2.14   1.50   3.24
194805   5.08  14.42   7.86   6.08  12.76   2.49   8.84   6.78   5.74   6.77
194806  -1.99   0.33  -0.98   3.49  -1.42   0.44  -1.01  -2.19   2.59  -0.80
194807  -1.67  -4.37  -4.99  -7.18  -6.60  -1.65  -7.50  -4.25  -4.33  -4.97
194808   0.02   1.13   0.41  -2.01   3.07   0.06   2.27  -1.90   0.09   1.53
194809  -3.95  -3.88  -2.65  -4.46  -3.16  -0.23  -0.93  -3.08  -0.90  -3.42
194810   3.64   7.95   6.68   9.20   6.85   1.11   4.16   5.19   4.40   4.96
194811  -6.17 -11.86 -10.13 -12.18  -9.25  -2.06  -4.50  -5.74  -9.09 -10.58
194812   0.68   3.45   4.02   4.72   6.31   1.08   1.41   4.54   2.67   2.87
194901   3.67   2.46   0.31  -3.83  -1.33  -1.26   1.01   4.57   4.77   0.31
194902  -1.93  -3.68  -3.43  -4.30  -4.21  -0.30  -3.10  -0.93   0.67  -3.17
194903   3.20   3.41   3.57   6.06   5.82   1.36   4.26   5.50   3.76   4.89
194904  -1.64  -4.22  -3.51   1.29  -3.71  -1.64  -1.63   0.24   1.22  -1.54
194905  -0.42  -2.83  -3.30  -5.63  -5.30  -2.17   1.11  -1.88  -0.57  -2.67
194906   1.01   1.30   0.23  -1.18   0.11   1.13   3.57   2.16  -0.92  -1.37
194907   4.94   9.42   5.93   6.24   6.90   2.41   4.68   6.00   4.74   4.19
194908   3.97   2.32   2.17   5.49   0.75   0.98   1.31   0.19   3.68   1.45
194909   2.83   2.64   3.93   3.03   3.65   1.23   2.16   1.86   4.05   3.40
194910   1.53   7.35   4.33   3.71   3.74   1.88   0.38   3.38   1.31   2.44
194911   1.84   4.76   3.25  -2.77   3.90   1.67   2.38   4.81   3.28   1.21
194912   5.13   8.27   6.48   1.09   9.17   1.59   4.64   8.70   3.25   7.17
195001   1.37   1.88   1.98  -0.64   4.53   1.86   0.01   1.06   3.75   3.19
195002   0.53   3.50   1.95  -0.53   3.40   0.66   1.46   1.92   2.40   1.02
195003  -0.56   1.86   0.81   4.85   2.42   4.57  -0.67  -2.90   0.56  -0.68
195004   0.14  10.56   7.44   3.23   4.73   2.37  -0.28   5.52   0.95   1.50
195005   2.07   6.45   5.99   8.80   0.23   1.97   2.59   3.96   1.83   1.36
195006  -5.69  -4.03  -6.54  -4.52  -7.96  -4.28  -4.51  -4.19  -7.66  -6.79
195007   0.44  -2.72   2.15   8.81  -2.91  -1.32  -0.72  -6.94  -5.23   7.49
195008   3.94   9.23   6.35   4.32   5.26   2.56   4.16   3.68   3.39   2.30
195009   4.88   8.79   4.47   3.53   5.01  -0.46   7.72   6.16   4.51   6.52
195010  -0.37   0.62   0.46   0.29  -1.48   0.21   0.85  -1.76  -0.74  -1.52
195011   0.02  -2.61   5.94   5.28   2.64  -0.24   0.57   4.68  -1.18   3.94
195012   2.83   1.50   6.67   8.68   3.88   1.88   2.87   6.06   3.59  11.04
195101   4.62   9.21   6.14   6.30   7.72   1.88   3.15   3.10   5.04   6.40
195102   0.96   2.80   1.22   0.96   0.92   4.11   3.51   1.46   3.11  -0.41
195103  -2.77   1.19  -3.03  -2.38  -0.91  -1.10  -1.88   1.70  -1.39  -2.84
